State,Year,Injury_Intent,Total_Deaths,Population,"Age-adjusted Rate (per 100,000)"
Tennessee,2019,All Firearm Deaths,1270,6829174,18.380189895629883
Tennessee,2019,Firearm Suicide,746,6829174,10.22384
Tennessee,2019,Firearm Homicide (including Legal Intervention),487,6829174,7.56739
Tennessee,2020,All Firearm Deaths,1473,6886834,21.34939956665039
Tennessee,2020,Firearm Suicide,767,6886834,10.49962
Tennessee,2020,Firearm Homicide (including Legal Intervention),668,6886834,10.27843
Texas,2011,All Firearm Deaths,2599,25674681,10.288249969482422
Texas,2011,Firearm Suicide,1684,25674681,6.74276
Texas,2011,Firearm Homicide (including Legal Intervention),837,25674681,3.22539
Texas,2012,All Firearm Deaths,2743,26059203,10.676509857177734
Texas,2012,Firearm Suicide,1744,26059203,6.85073
Texas,2012,Firearm Homicide (including Legal Intervention),922,26059203,3.53086
Texas,2013,All Firearm Deaths,2778,26448193,10.595680236816406
Texas,2013,Firearm Suicide,1780,26448193,6.84412
Texas,2013,Firearm Homicide (including Legal Intervention),940,26448193,3.55105
Texas,2014,All Firearm Deaths,2848,26956958,10.672320365905762
Texas,2014,Firearm Suicide,1789,26956958,6.75097
Texas,2014,Firearm Homicide (including Legal Intervention),989,26956958,3.68915
Texas,2015,All Firearm Deaths,3203,27469114,11.7439603805542
Texas,2015,Firearm Suicide,1994,27469114,7.33554
Texas,2015,Firearm Homicide (including Legal Intervention),1134,27469114,4.12458
Texas,2016,All Firearm Deaths,3353,27862596,12.11083984375
Texas,2016,Firearm Suicide,2016,27862596,7.29836
Texas,2016,Firearm Homicide (including Legal Intervention),1257,27862596,4.53783
Texas,2017,All Firearm Deaths,3513,28304596,12.404560089111328
Texas,2017,Firearm Suicide,2158,28304596,7.6002
Texas,2017,Firearm Homicide (including Legal Intervention),1291,28304596,4.56595
Texas,2018,All Firearm Deaths,3522,28701845,12.2489595413208
Texas,2018,Firearm Suicide,2263,28701845,7.86118
Texas,2018,Firearm Homicide (including Legal Intervention),1184,28701845,4.17032
Texas,2019,All Firearm Deaths,3683,28995881,12.660759925842285
Texas,2019,Firearm Suicide,2237,28995881,7.65303
Texas,2019,Firearm Homicide (including Legal Intervention),1351,28995881,4.67915
Texas,2020,All Firearm Deaths,4164,29360759,14.184639930725098
Texas,2020,Firearm Suicide,2287,29360759,7.77597
Texas,2020,Firearm Homicide (including Legal Intervention),1785,29360759,6.11882
United States,2011,All Firearm Deaths,32351,311591917,10.222940444946289
United States,2011,Firearm Suicide,19990,311591917,6.197010040283203
United States,2011,Firearm Homicide (including Legal Intervention),11522,311591917,3.7586700916290283
United States,2012,All Firearm Deaths,33563,313914040,10.511910438537598
United States,2012,Firearm Suicide,20666,313914040,6.31220006942749
United States,2012,Firearm Homicide (including Legal Intervention),12093,313914040,3.928730010986328
United States,2013,All Firearm Deaths,33636,316128839,10.429309844970703
United States,2013,Firearm Suicide,21175,316128839,6.405250072479248
United States,2013,Firearm Homicide (including Legal Intervention),11675,316128839,3.754960060119629
United States,2014,All Firearm Deaths,33594,318857056,10.312459945678711
United States,2014,Firearm Suicide,21386,318857056,6.365620136260986
United States,2014,Firearm Homicide (including Legal Intervention),11472,318857056,3.6967101097106934
United States,2015,All Firearm Deaths,36252,321418820,11.060090065002441
United States,2015,Firearm Suicide,22018,321418820,6.509860038757324
United States,2015,Firearm Homicide (including Legal Intervention),13463,321418820,4.330210208892822
United States,2016,All Firearm Deaths,38658,323127513,11.776289939880371
United States,2016,Firearm Suicide,22938,323127513,6.754039764404297
United States,2016,Firearm Homicide (including Legal Intervention),14925,323127513,4.798279762268066
United States,2017,All Firearm Deaths,39773,325719178,11.993599891662598
United States,2017,Firearm Suicide,23854,325719178,6.929580211639404
United States,2017,Firearm Homicide (including Legal Intervention),15095,325719178,4.808390140533447
United States,2018,All Firearm Deaths,39740,327167434,11.899510383605957
United States,2018,Firearm Suicide,24432,327167434,7.0359601974487305
United States,2018,Firearm Homicide (including Legal Intervention),14497,327167434,4.637149810791016
United States,2019,All Firearm Deaths,39707,328239523,11.858719825744629
United States,2019,Firearm Suicide,23941,328239523,6.8396501541137695
United States,2019,Firearm Homicide (including Legal Intervention),14934,328239523,4.758749961853027
United States,2020,All Firearm Deaths,45222,329484123,13.617799758911133
United States,2020,Firearm Suicide,24292,329484123,6.952569961547852
United States,2020,Firearm Homicide (including Legal Intervention),19995,329484123,6.385650157928467
Utah,2011,All Firearm Deaths,308,2817222,12.098340034484863
Utah,2011,Firearm Suicide,268,2817222,10.53829
Utah,2011,Firearm Homicide (including Legal Intervention),37,2817222,1.41427
Utah,2012,All Firearm Deaths,324,2855287,12.409979820251465
Utah,2012,Firearm Suicide,283,2855287,10.98654
Utah,2012,Firearm Homicide (including Legal Intervention),33,2855287,1.17824
Utah,2013,All Firearm Deaths,339,2900872,12.63368034362793
Utah,2013,Firearm Suicide,295,2900872,11.04955
Utah,2013,Firearm Homicide (including Legal Intervention),38,2900872,1.39193
Utah,2014,All Firearm Deaths,337,2942902,12.347789764404297
Utah,2014,Firearm Suicide,278,2942902,10.30652
Utah,2014,Firearm Homicide (including Legal Intervention),50,2942902,1.756
Utah,2015,All Firearm Deaths,367,2995919,12.794910430908203
Utah,2015,Firearm Suicide,313,2995919,11.01382
Utah,2015,Firearm Homicide (including Legal Intervention),49,2995919,1.64954
Utah,2016,All Firearm Deaths,370,3051217,12.937219619750977
Utah,2016,Firearm Suicide,309,3051217,10.96058
Utah,2016,Firearm Homicide (including Legal Intervention),55,3051217,1.77195
Utah,2017,All Firearm Deaths,410,3101833,14.0277099609375
Utah,2017,Firearm Suicide,344,3101833,11.88364
Utah,2017,Firearm Homicide (including Legal Intervention),59,3101833,1.93569
Utah,2018,All Firearm Deaths,397,3161105,13.204449653625488
Utah,2018,Firearm Suicide,339,3161105,11.37349
Utah,2018,Firearm Homicide (including Legal Intervention),52,3161105,1.62286
Utah,2019,All Firearm Deaths,394,3205958,12.807820320129395
Utah,2019,Firearm Suicide,329,3205958,10.78173
Utah,2019,Firearm Homicide (including Legal Intervention),57,3205958,1.7887
Utah,2020,All Firearm Deaths,429,3249879,13.594929695129395
Utah,2020,Firearm Suicide,339,3249879,10.82624
Utah,2020,Firearm Homicide (including Legal Intervention),87,3249879,2.65199
Vermont,2011,All Firearm Deaths,78,626431,11.676609992980957
Vermont,2011,Firearm Suicide,70,626431,10.23589
Vermont,2011,Firearm Homicide (including Legal Intervention),,626431,
Vermont,2012,All Firearm Deaths,56,626011,8.723910331726074
Vermont,2012,Firearm Suicide,50,626011,7.71749
Vermont,2012,Firearm Homicide (including Legal Intervention),,626011,
Vermont,2013,All Firearm Deaths,65,626630,9.239919662475586
Vermont,2013,Firearm Suicide,59,626630,8.3398
Vermont,2013,Firearm Homicide (including Legal Intervention),,626630,
Vermont,2014,All Firearm Deaths,69,626562,10.302160263061523
Vermont,2014,Firearm Suicide,59,626562,8.57538
Vermont,2014,Firearm Homicide (including Legal Intervention),,626562,
Vermont,2015,All Firearm Deaths,70,626042,9.612460136413574
Vermont,2015,Firearm Suicide,59,626042,7.86441
Vermont,2015,Firearm Homicide (including Legal Intervention),11,626042,
Vermont,2016,All Firearm Deaths,78,624594,11.147890090942383
Vermont,2016,Firearm Suicide,69,624594,9.68331
Vermont,2016,Firearm Homicide (including Legal Intervention),,624594,
Vermont,2017,All Firearm Deaths,70,623657,11.69729995727539
Vermont,2017,Firearm Suicide,62,623657,10.31128
Vermont,2017,Firearm Homicide (including Legal Intervention),,623657,
Vermont,2018,All Firearm Deaths,82,626299,12.77383041381836
Vermont,2018,Firearm Suicide,70,626299,10.65116
Vermont,2018,Firearm Homicide (including Legal Intervention),12,626299,
Vermont,2019,All Firearm Deaths,67,623989,9.338029861450195
Vermont,2019,Firearm Suicide,59,623989,8.03103
Vermont,2019,Firearm Homicide (including Legal Intervention),,623989,
Vermont,2020,All Firearm Deaths,76,623347,11.58253002166748
Vermont,2020,Firearm Suicide,69,623347,10.23721
Vermont,2020,Firearm Homicide (including Legal Intervention),,623347,
Virginia,2011,All Firearm Deaths,868,8096604,10.484809875488281
Virginia,2011,Firearm Suicide,604,8096604,7.21206
Virginia,2011,Firearm Homicide (including Legal Intervention),246,8096604,3.04332
Virginia,2012,All Firearm Deaths,840,8185867,10.078359603881836
Virginia,2012,Firearm Suicide,587,8185867,7.01295
Virginia,2012,Firearm Homicide (including Legal Intervention),236,8185867,2.85138
Virginia,2013,All Firearm Deaths,864,8260405,10.164560317993164
Virginia,2013,Firearm Suicide,601,8260405,6.97969
Virginia,2013,Firearm Homicide (including Legal Intervention),242,8260405,2.92456
Virginia,2014,All Firearm Deaths,889,8326289,10.310259819030762
Virginia,2014,Firearm Suicide,626,8326289,7.1369
Virginia,2014,Firearm Homicide (including Legal Intervention),247,8326289,2.9916
Virginia,2015,All Firearm Deaths,946,8382993,10.905960083007812
Virginia,2015,Firearm Suicide,630,8382993,7.06284
Virginia,2015,Firearm Homicide (including Legal Intervention),288,8382993,3.46545
Virginia,2016,All Firearm Deaths,1049,8411808,12.085200309753418
Virginia,2016,Firearm Suicide,671,8411808,7.48692
Virginia,2016,Firearm Homicide (including Legal Intervention),364,8411808,4.43307
Virginia,2017,All Firearm Deaths,1041,8470020,11.917969703674316
Virginia,2017,Firearm Suicide,672,8470020,7.54342
Virginia,2017,Firearm Homicide (including Legal Intervention),358,8470020,4.24486
Virginia,2018,All Firearm Deaths,1035,8517685,11.801380157470703
Virginia,2018,Firearm Suicide,679,8517685,7.50558
Virginia,2018,Firearm Homicide (including Legal Intervention),339,8517685,4.12669
Virginia,2019,All Firearm Deaths,1025,8535519,11.714839935302734
Virginia,2019,Firearm Suicide,661,8535519,7.24882
Virginia,2019,Firearm Homicide (including Legal Intervention),348,8535519,4.24269
Virginia,2020,All Firearm Deaths,1174,8590563,13.430179595947266
Virginia,2020,Firearm Suicide,697,8590563,7.69032
Virginia,2020,Firearm Homicide (including Legal Intervention),447,8590563,5.39797
Washington,2011,All Firearm Deaths,624,6830038,8.828300476074219
Washington,2011,Firearm Suicide,495,6830038,6.92794
Washington,2011,Firearm Homicide (including Legal Intervention),114,6830038,1.6695
Washington,2012,All Firearm Deaths,681,6897012,9.598230361938477
Washington,2012,Firearm Suicide,529,6897012,7.35955
Washington,2012,Firearm Homicide (including Legal Intervention),143,6897012,2.10808
Washington,2013,All Firearm Deaths,632,6971406,8.724089622497559
Washington,2013,Firearm Suicide,483,6971406,6.56284
Washington,2013,Firearm Homicide (including Legal Intervention),135,6971406,1.95487
Washington,2014,All Firearm Deaths,702,7061530,9.6979398727417
Washington,2014,Firearm Suicide,551,7061530,7.48996
Washington,2014,Firearm Homicide (including Legal Intervention),142,7061530,2.08893
Washington,2015,All Firearm Deaths,718,7170351,9.80321979522705
Washington,2015,Firearm Suicide,537,7170351,7.22235
Washington,2015,Firearm Homicide (including Legal Intervention),175,7170351,2.48392
Washington,2016,All Firearm Deaths,686,7288000,8.995160102844238
Washington,2016,Firearm Suicide,515,7288000,6.65171
Washington,2016,Firearm Homicide (including Legal Intervention),165,7288000,2.27903
Washington,2017,All Firearm Deaths,849,7405743,11.110730171203613
Washington,2017,Firearm Suicide,639,7405743,8.19712
Washington,2017,Firearm Homicide (including Legal Intervention),196,7405743,2.71923
Washington,2018,All Firearm Deaths,809,7535591,10.35569953918457
Washington,2018,Firearm Suicide,599,7535591,7.45527
Washington,2018,Firearm Homicide (including Legal Intervention),195,7535591,2.69161
Washington,2019,All Firearm Deaths,842,7614893,10.711170196533203
Washington,2019,Firearm Suicide,637,7614893,7.96104
Washington,2019,Firearm Homicide (including Legal Intervention),193,7614893,2.61262
Washington,2020,All Firearm Deaths,864,7693612,10.929180145263672
Washington,2020,Firearm Suicide,618,7693612,7.66792
Washington,2020,Firearm Homicide (including Legal Intervention),235,7693612,3.12099
West Virginia,2011,All Firearm Deaths,278,1855364,14.451580047607422
West Virginia,2011,Firearm Suicide,200,1855364,10.04007
West Virginia,2011,Firearm Homicide (including Legal Intervention),67,1855364,3.79397
West Virginia,2012,All Firearm Deaths,278,1855413,14.884639739990234
West Virginia,2012,Firearm Suicide,198,1855413,10.06455
West Virginia,2012,Firearm Homicide (including Legal Intervention),75,1855413,4.50877
West Virginia,2013,All Firearm Deaths,280,1854304,14.32112979888916
West Virginia,2013,Firearm Suicide,225,1854304,11.26773
West Virginia,2013,Firearm Homicide (including Legal Intervention),50,1854304,2.74597
West Virginia,2014,All Firearm Deaths,286,1850326,14.592080116271973
West Virginia,2014,Firearm Suicide,217,1850326,10.6245
West Virginia,2014,Firearm Homicide (including Legal Intervention),65,1850326,3.77513
West Virginia,2015,All Firearm Deaths,278,1844128,14.023699760437012
West Virginia,2015,Firearm Suicide,215,1844128,10.35875
West Virginia,2015,Firearm Homicide (including Legal Intervention),58,1844128,3.36183
West Virginia,2016,All Firearm Deaths,332,1831102,17.474109649658203
West Virginia,2016,Firearm Suicide,238,1831102,12.04621
West Virginia,2016,Firearm Homicide (including Legal Intervention),89,1831102,5.13513
West Virginia,2017,All Firearm Deaths,348,1815857,18.56999969482422
West Virginia,2017,Firearm Suicide,267,1815857,13.7903
West Virginia,2017,Firearm Homicide (including Legal Intervention),74,1815857,4.41492
West Virginia,2018,All Firearm Deaths,343,1805832,18.20966911315918
West Virginia,2018,Firearm Suicide,257,1805832,13.10552
West Virginia,2018,Firearm Homicide (including Legal Intervention),70,1805832,4.25495
West Virginia,2019,All Firearm Deaths,300,1792147,16.639419555664062
West Virginia,2019,Firearm Suicide,196,1792147,10.16334
West Virginia,2019,Firearm Homicide (including Legal Intervention),82,1792147,5.24711
West Virginia,2020,All Firearm Deaths,325,1784787,18.061460494995117
West Virginia,2020,Firearm Suicide,220,1784787,11.53442
West Virginia,2020,Firearm Homicide (including Legal Intervention),92,1784787,5.81604
Wisconsin,2011,All Firearm Deaths,445,5711767,7.684539794921875
Wisconsin,2011,Firearm Suicide,351,5711767,5.94387
Wisconsin,2011,Firearm Homicide (including Legal Intervention),89,5711767,1.66281
Wisconsin,2012,All Firearm Deaths,483,5726398,8.341349601745605
Wisconsin,2012,Firearm Suicide,348,5726398,5.84483
Wisconsin,2012,Firearm Homicide (including Legal Intervention),132,5726398,2.45976
Wisconsin,2013,All Firearm Deaths,570,5742713,9.683919906616211
Wisconsin,2013,Firearm Suicide,437,5742713,7.3069
Wisconsin,2013,Firearm Homicide (including Legal Intervention),122,5742713,2.19665
Wisconsin,2014,All Firearm Deaths,487,5757564,8.21051025390625
Wisconsin,2014,Firearm Suicide,352,5757564,5.77137
Wisconsin,2014,Firearm Homicide (including Legal Intervention),127,5757564,2.30332
Wisconsin,2015,All Firearm Deaths,613,5771337,10.366250038146973
Wisconsin,2015,Firearm Suicide,424,5771337,6.91554
Wisconsin,2015,Firearm Homicide (including Legal Intervention),180,5771337,3.30315
Wisconsin,2016,All Firearm Deaths,664,5778708,11.427209854125977
Wisconsin,2016,Firearm Suicide,455,5778708,7.47259
Wisconsin,2016,Firearm Homicide (including Legal Intervention),196,5778708,3.73571
Wisconsin,2017,All Firearm Deaths,624,5795483,10.555230140686035
Wisconsin,2017,Firearm Suicide,435,5795483,7.05804
Wisconsin,2017,Firearm Homicide (including Legal Intervention),175,5795483,3.24482
Wisconsin,2018,All Firearm Deaths,598,5813568,10.149519920349121
Wisconsin,2018,Firearm Suicide,420,5813568,6.76775
Wisconsin,2018,Firearm Homicide (including Legal Intervention),165,5813568,3.16439
Wisconsin,2019,All Firearm Deaths,604,5822434,10.025289535522461
Wisconsin,2019,Firearm Suicide,427,5822434,6.78188
Wisconsin,2019,Firearm Homicide (including Legal Intervention),168,5822434,3.08981
Wisconsin,2020,All Firearm Deaths,717,5832655,12.200220108032227
Wisconsin,2020,Firearm Suicide,442,5832655,7.15339
Wisconsin,2020,Firearm Homicide (including Legal Intervention),262,5832655,4.80139
Wyoming,2011,All Firearm Deaths,96,568158,16.780160903930664
Wyoming,2011,Firearm Suicide,84,568158,14.64114
Wyoming,2011,Firearm Homicide (including Legal Intervention),12,568158,
Wyoming,2012,All Firearm Deaths,117,576412,20.089509963989258
Wyoming,2012,Firearm Suicide,102,576412,17.40334
Wyoming,2012,Firearm Homicide (including Legal Intervention),,576412,
Wyoming,2013,All Firearm Deaths,102,582658,16.712919235229492
Wyoming,2013,Firearm Suicide,89,582658,14.37694
Wyoming,2013,Firearm Homicide (including Legal Intervention),,582658,
Wyoming,2014,All Firearm Deaths,93,584153,16.215259552001953
Wyoming,2014,Firearm Suicide,78,584153,13.59766
Wyoming,2014,Firearm Homicide (including Legal Intervention),11,584153,
Wyoming,2015,All Firearm Deaths,113,586107,19.63957977294922
Wyoming,2015,Firearm Suicide,95,586107,16.59498
Wyoming,2015,Firearm Homicide (including Legal Intervention),14,586107,
Wyoming,2016,All Firearm Deaths,101,585501,17.374839782714844
Wyoming,2016,Firearm Suicide,87,585501,14.88331
Wyoming,2016,Firearm Homicide (including Legal Intervention),11,585501,
Wyoming,2017,All Firearm Deaths,113,579315,18.808670043945312
Wyoming,2017,Firearm Suicide,99,579315,16.6126
Wyoming,2017,Firearm Homicide (including Legal Intervention),,579315,
Wyoming,2018,All Firearm Deaths,124,577737,21.50465965270996
Wyoming,2018,Firearm Suicide,108,577737,18.40758
Wyoming,2018,Firearm Homicide (including Legal Intervention),14,577737,
Wyoming,2019,All Firearm Deaths,133,578759,22.332420349121094
Wyoming,2019,Firearm Suicide,114,578759,19.07889
Wyoming,2019,Firearm Homicide (including Legal Intervention),18,578759,
Wyoming,2020,All Firearm Deaths,154,582328,25.904159545898438
Wyoming,2020,Firearm Suicide,128,582328,20.90501
Wyoming,2020,Firearm Homicide (including Legal Intervention),21,582328,4.05742
